dataset,form,model,R2_floored_rand,within_10pct_mean_rand,R2_floored_loso,within_10pct_mean_loso,optimism_gap
D2_Zhao2020,local,LightGBM,0.910270397859772,0.7438337801608579,0.2979465587158021,0.3486567555576254,0.6123238391439699
D2_Zhao2020,local,CatBoost,0.9191596639960792,0.7117962466487936,0.3227838275795552,0.3447093751872759,0.5963758364165239
D2_Zhao2020,local,GPR_Matern,0.9234417893077628,0.7772117962466488,0.1293386531241095,0.3261267507398679,0.7941031361836532
D2_Zhao2020,reduced,Linear,0.5315885999102781,0.1993297587131367,-1.0,0.200981191089423,1.531588599910278
D2_Zhao2020,reduced,Poly2_Ridge,0.6078181740307573,0.2710455764075067,-0.909393529271691,0.2225038008726564,1.5172117033024484
D2_Zhao2020,reduced,kNN_k5,0.6686369843062144,0.3876675603217158,-0.264548795752502,0.2265514317246817,0.9331857800587164
D2_Zhao2020,reduced,RandomForest,0.6952737701480981,0.4528150134048257,-0.5196881993535631,0.2039690706637456,1.2149619695016614
D2_Zhao2020,reduced,ExtraTrees,0.6547355705347682,0.4721179624664879,-0.6943265305645758,0.1901432338653011,1.349062101099344
D2_Zhao2020,reduced,HistGB,0.7148875351929639,0.399597855227882,-0.3684369428566622,0.2064090242844177,1.083324478049626
D2_Zhao2020,reduced,SVR_RBF,0.6603358392674135,0.3347184986595174,-0.4309175901447623,0.1958784024971433,1.0912534294121756
D2_Zhao2020,reduced,MLP,0.6112350741008589,0.2809651474530831,-1.0,0.2110034285187108,1.611235074100859
D2_Zhao2020,reduced,XGBoost,0.6891360603565139,0.4223860589812332,-0.333076277456989,0.2071550882641071,1.0222123378135028
D2_Zhao2020,reduced,LightGBM,0.7090886736119286,0.4128686327077747,-0.3600099123977621,0.1959800341635917,1.0690985860096907
